0.791974754,0.809346787,0.624790637,0.629978757,0.602046652,0.763491156,0.707769925
0.848812258,0.85312903,0.679022606,0.795242988,0.669573058,0.851713612,0.548214861
0.813922276,0.842738381,0.651297075,0.623853165,0.645552885,0.78596254,0.66008113
0.782015996,0.804440132,0.698218066,0.756745472,0.695918607,0.78476829,0.554475418
0.860372852,0.864340208,0.654138275,0.839777692,0.606671496,0.86835284,0.5
0.738390853,0.759329405,0.5,0.677644501,0.50308642,0.761433782,0.5
0.72469697,0.7325,0.521893939,0.651060606,0.535530303,0.725909091,0.668257576
0.707389267,0.763926746,0.504166667,0.522650483,0.508333333,0.644129756,0.534092845
0.756825271,0.765551817,0.678757551,0.729736225,0.691300783,0.766301019,0.581681792
0.816818912,0.781104627,0.776720517,0.796977642,0.746750684,0.806690349,0.887021061
0.81091954,0.826915709,0.518390805,0.585536398,0.538090677,0.767816092,0.547318008
0.788002061,0.782089876,0.5,0.634000488,0.55193502,0.787120657,0.692254495
0.832467024,0.78753074,0.508774871,0.662083613,0.568913481,0.789319249,0.830482897
0.837096608,0.817970925,0.614831426,0.5989535,0.5989535,0.802698732,0.770801114
0.633831302,0.633238054,0.560646101,0.640869378,0.522111962,0.659260058,0.524592816
0.898740554,0.896221662,0.5,0.930730479,0.798740554,0.798740554,0.896221662
0.738188976,0.741380339,0.5,0.664727989,0.535015509,0.692734431,0.625477213
0.787586315,0.738229755,0.5,0.605539862,0.606952291,0.800925926,0.831489328
0.711701735,0.706533776,0.5,0.844222961,0.564968623,0.571428571,0.5
0.634183843,0.629709663,0.5,0.519919105,0.558482934,0.62513852,0.549285239
0.812306579,0.789156384,0.687673325,0.651521241,0.672862827,0.840661549,0.626823681
0.754976303,0.74549763,0.5,0.761714403,0.509128374,0.717824026,0.69453946
0.803663189,0.80335176,0.5,0.640240579,0.615209436,0.852012613,0.646410775
0.730537938,0.709607705,0.560747005,0.613789053,0.603406155,0.81858116,0.673314541
0.75560963,0.74876179,0.555450278,0.660364357,0.55999397,0.741397132,0.562298118
0.535127737,0.520333681,0.5,0.616527633,0.507103754,0.530239833,0.530044317
0.71034279,0.694917258,0.591725768,0.64107565,0.570921986,0.707565012,0.594621749
0.694653614,0.687299197,0.5,0.664533133,0.51875,0.698443775,0.701581325
1,0.996960486,0.984802432,1,0.981762918,1,1
0.689951691,0.684951691,0.58321256,0.620797101,0.559951691,0.73410628,0.601932367
